Time_min,D05_micron,D16_micron,D50_micron,D84_micron,D95_micron,Concentration
1,28.81293078,34.92542028,46.32841099,59.25478884,68.10364631,22.47787
2,33.12285848,41.05360566,57.3517412,75.17770884,89.80912914,22.532535
3,35.70897927,45.89068389,65.77745586,90.75979644,109.3985755,21.813365
4,38.64233469,49.05847436,71.35357628,101.5540153,113.228217,21.63057
5,40.2926196,50.94592571,74.21942741,97.90483479,117.1277325,21.6978
6,45.17320804,54.86785428,78.28120028,113.2833532,134.1296754,21.579215
7,47.70990478,60.32122417,81.83832288,111.1627051,126.656448,21.477515
8,47.11392417,61.66284941,87.64209597,112.2773272,129.5358474,21.854335
9,49.57529462,62.57868696,87.39354773,112.91668,126.4146756,21.558765
10,47.5564236,61.82343297,86.40538924,117.4937546,132.3702392,21.500285
11,50.14959772,61.83354825,85.3992669,111.0414469,121.6446977,21.658305
12,49.95506905,64.5838356,87.81293781,112.4797806,123.2158629,21.311885
13,50.52906951,63.85530174,88.22643983,115.0492108,129.6484131,21.372785
14,54.63382447,66.79565029,88.71340662,119.1321185,145.6406867,21.43334
15,51.949872,64.42706675,88.60209646,110.1297128,122.8183091,21.297895
16,52.88325414,66.95039456,86.27789242,106.7922297,121.4661998,21.433305
17,53.11628722,68.9064074,94.40774754,121.2755219,138.8184072,21.48497
18,51.84996799,64.61652756,86.64875737,112.6935423,127.5441567,21.255195
19,56.19499224,68.02721866,91.73098846,113.9499956,128.7196328,21.342325
20,56.05647418,66.71048929,90.64113596,109.6939155,129.822481,21.244515
21,55.38569377,68.29559125,89.92743182,110.4450693,120.4813359,21.542305
22,53.66143954,66.35465019,86.19306326,106.4236746,117.5923289,21.34718
23,56.53673257,67.7922086,90.51589491,114.9712947,126.5621722,21.01112
24,55.29026184,68.15732955,87.18662304,111.5214174,127.481809,21.337165
25,58.33434069,71.39935617,96.30242303,114.2180652,126.2212152,21.03372
26,54.89953914,69.18351711,88.65101943,111.2068018,130.7975223,21.12037
27,58.2777489,70.68255199,92.64155201,120.9134602,139.0107307,21.219365
28,55.54015267,68.97710045,90.4008762,119.764581,134.3349278,21.365345
29,56.68101809,69.6477619,92.9215904,115.4632654,126.6040692,21.08633
30,56.68095817,70.73404147,93.45271502,121.9989512,137.8153031,21.165355
31,59.4073787,74.58180682,96.15880357,121.3070242,137.8959186,21.291075
32,59.42677281,70.03763108,94.24233717,113.6310348,124.8886739,21.1894
33,60.03242867,71.70266026,90.95498297,111.5440125,123.8230161,21.15862
34,58.73329103,72.15581918,92.57225518,114.9861143,132.8707126,21.367395
35,58.74332943,71.18356397,89.42806051,110.055355,125.3876223,21.1918
36,60.38869717,70.46411058,92.92940296,122.1929556,137.6192276,21.04216
37,59.00045532,70.60363114,92.13010659,119.1911255,133.7910755,21.271975
38,56.2055925,69.66801189,90.75576018,119.3251024,126.8368532,21.346885
39,60.21819911,71.34342441,92.72648819,111.0688839,125.4649339,20.95847
40,57.83901913,68.95244187,92.1097378,110.0394586,138.1743006,21.10696
41,57.86809849,67.85229563,88.26095224,111.8682002,122.7406964,20.963095
42,58.78126433,71.74459773,94.50409553,124.5831947,146.0360108,21.255515
43,59.27651962,70.40196831,90.32590406,122.5744744,139.7353514,21.22415
44,59.2487635,71.48122675,91.25865979,112.0896167,129.0482195,21.02389
45,61.00661672,73.38441729,94.13563247,118.4553914,131.9333566,20.934545
46,55.75867372,68.7423083,88.46989941,106.3708566,116.1597581,20.84549
47,59.06471747,70.15096164,97.25100558,123.448596,142.1236553,21.03829
48,59.43288854,70.25502842,90.84649683,112.0783096,130.1790333,21.12374
49,59.64442695,69.90472484,90.10683736,119.8091318,139.9232541,21.025015
50,58.45132917,68.31267642,87.48278162,112.3985775,123.582201,20.84291
51,57.65477098,70.84055075,89.15758322,109.3178098,123.0790707,21.106865
52,57.40538522,68.71590771,88.62218818,112.6355552,123.6753205,21.08967
53,57.23576055,69.40764908,90.86541093,112.1763251,119.9111755,21.17317
54,56.63487703,73.09421181,91.64563715,111.6199674,124.8695823,20.90468
55,57.77227223,73.46881591,91.7716037,114.702651,124.1788131,20.93755
56,56.25265739,67.69457494,87.19083437,111.1351893,127.2097266,21.044305
57,59.5932678,72.86251773,92.09619972,115.0820944,133.0484251,20.790445
58,58.28731354,71.06242228,89.10186453,111.6246801,131.7946918,21.19261
59,59.36934911,72.22619663,89.32276418,107.7962243,118.694932,20.885715
60,55.78056722,68.55136245,86.87445021,117.6682216,129.8588407,20.87976
61,59.23397499,69.55244885,89.30942538,107.240052,117.2442492,20.85136
62,58.3265276,73.34764153,91.2669592,108.3703641,119.6815616,20.80259
63,60.40435653,73.83921264,92.32425454,116.4837093,122.6590788,20.783565
64,59.71492517,70.6485296,91.46290489,111.0421048,124.1223787,20.810465
65,60.2107081,68.77668702,91.24096134,107.3303906,120.5911694,20.86449
66,57.78036395,70.13463485,88.22648095,108.5009382,124.8009308,21.003495
67,57.30989743,71.17714412,95.20954834,117.8774998,141.7868302,21.0509
68,59.0154403,70.98091806,88.88116466,106.4087078,127.0284508,20.855185
69,58.85346252,70.24434221,93.69081032,122.3402838,148.6916622,21.066225
70,58.18424009,70.79787206,89.70054939,111.3656807,125.3016228,20.769065
71,60.49263172,71.27224437,91.55870589,113.8147617,127.1577737,20.827095
72,56.3239567,67.38056493,88.15180629,108.8113381,116.416209,20.89667
73,58.42951717,68.5833123,87.81720298,113.147539,129.3148911,20.72735
74,58.98195797,69.02384961,84.96030741,102.7966415,113.7268346,20.82255
75,59.15337252,70.62094006,90.3648074,116.9054488,131.6202951,20.84808
76,59.77411469,71.70186028,90.03102917,116.8090181,139.0856127,20.784815
77,59.39718726,68.5088906,85.22332485,102.3055746,111.5612199,20.825705
78,58.20050547,70.36200973,87.35466272,106.392637,122.8720996,21.025465
79,58.21659601,69.57724285,90.82703675,118.9088193,130.2466188,21.01368
80,58.73672368,72.5771786,89.28861706,114.3370595,137.473084,20.607555
81,59.81490094,73.94986584,90.27747736,108.9357221,119.4007449,20.5724
82,54.20539653,69.99159344,88.6057881,107.011848,118.2002286,20.610415
83,60.63527383,73.61647423,91.95512682,106.4223347,115.1905744,20.566075
84,57.73865622,70.0625747,91.49340914,112.629838,137.2503639,20.74461
85,59.01711092,68.96428877,86.49233169,107.1654255,123.4088633,20.672945
86,60.64591482,69.16267735,90.37932107,117.3386533,130.6631209,20.843085
87,59.60229973,67.78590753,86.59651573,115.9909449,129.3702239,20.614845
88,56.74873206,70.15247879,89.99639835,106.2230216,122.0031664,20.73568
89,60.77356006,71.26132061,89.48754349,108.4199377,114.8574799,20.750165
90,57.18682588,72.07333803,88.96836429,111.4109834,120.4357408,20.838505
91,57.34345,67.63156493,89.30079694,111.2225676,137.9267268,20.563585
92,58.1732021,66.2988028,84.95652952,102.5412521,113.3061278,20.59127
93,58.55806654,70.08282625,92.27417765,114.5114697,121.8070246,20.638205
94,57.98667891,69.73032697,88.23181808,106.958377,133.940193,20.52354
95,60.52040515,71.83293027,89.53024814,111.8938501,126.3903759,20.639335
96,58.32405031,68.92066084,87.55706935,108.4620293,132.7401272,20.652855
97,56.60598785,65.96545383,83.7516929,105.2114477,118.0749219,20.436875
98,58.18711918,71.4164481,86.0817695,101.96597,111.9152645,20.591315
99,59.21000243,71.16540299,88.83846129,104.7050353,115.8506123,20.6587
100,58.63974959,67.98245355,88.97298332,112.9820344,124.547815,20.97586
101,58.2973412,69.77553744,87.84070823,111.3009889,138.9354578,20.484165
102,55.42477131,68.82964471,84.71254197,106.2593092,121.6492854,20.633615
103,58.43863618,69.94856208,88.9296939,111.7984124,122.0536388,20.69873
104,56.53055867,67.74995276,87.45596609,108.3913825,120.5306755,20.68095
105,57.91524566,70.36181297,88.41049467,106.4108181,122.3613301,20.844245
106,57.37252898,69.0777656,87.607757,103.9103113,115.9923574,20.7383
107,60.10806497,68.59184702,88.84771004,113.6730576,125.4240375,20.677905
108,57.85559316,69.3963664,87.45883222,103.7677677,125.3086073,20.926775
109,55.52659598,66.45814676,83.89528937,106.958517,145.7991982,20.776215
110,58.25499829,69.23656237,91.4956121,116.3907374,139.0441644,20.63648
111,57.51949158,67.99070574,86.41046665,105.0454011,114.2339001,20.67828
112,57.46535559,71.04297185,87.13235655,104.1308789,114.2578648,20.855915
113,59.2231992,68.68830184,88.44276629,105.7493071,113.0793311,20.80729
114,59.71350032,69.55333813,87.90613198,107.6118664,125.2066505,20.74974
